FIPS
48007990000
48027980002
48027980003
48029980001
48029980002
48029980004
48029980005
48039990000
48041980000
48057990000
48061980001
48061980100
48061990000
48071710600
48071990000
48113980000
48141980000
48167990000
48215980000
48245990000
48261990000
48273990000
48303980000
48309980000
48321990000
48329980000
48355990000
48375980000
48423980000
48439980000
48441980000
48451980000
48453980000
48465980000
48469980000
48485980000
48489990000
