S0101_C01_001E,S0101_C01_021E,S0101_C01_023E,S0101_C01_007_8E,S0101_C01_009_11E,S0101_C01_012_14E,S0101_C01_030E,S0101_C03_001E,S0101_C05_001E,FIPS,STATEFP,COUNTYFP,TRACTCE
1.0,0.05162174508908177,0.08497030607583371,0.15121059844677937,0.17131110095934216,0.12243033348560987,0.15532206486980357,0.5239835541343079,0.4760164458656921,48025950400,48,025,950400
1.0,0.036524537409493164,0.17264682220434432,0.11633145615446501,0.18230088495575222,0.1428801287208367,0.12180209171359614,0.43572003218020916,0.5642799678197908,48025950500,48,025,950500
1.0,0.08221872541306058,0.11369000786782062,0.09087332808811958,0.15263571990558616,0.23957513768686073,0.1872541306058222,0.49213217938631,0.50786782061369,48025950600,48,025,950600
1.0,0.04277864992150707,0.07443746729461015,0.1152537938252224,0.15763997906855048,0.20159602302459445,0.1662742019884877,0.52145473574045,0.47854526425954996,48027020100,48,027,020100
1.0,0.03361921097770154,0.0721555174385363,0.09411092052601487,0.2037735849056604,0.1805603201829617,0.1379073756432247,0.4952544311034877,0.5047455688965123,48027020201,48,027,020201
1.0,0.04221311475409836,0.06926229508196721,0.1569672131147541,0.12349726775956284,0.2360655737704918,0.17855191256830602,0.5192622950819672,0.4807377049180328,48027020202,48,027,020202
1.0,0.050876100684870584,0.06377301432002135,0.13759672685226362,0.2277861780663524,0.1376856710842302,0.10166325713777462,0.42755492306323933,0.5724450769367606,48027020300,48,027,020300
1.0,0.0256797583081571,0.11601208459214502,0.16012084592145015,0.15347432024169183,0.1486404833836858,0.13413897280966766,0.45498489425981875,0.5450151057401813,48027020401,48,027,020401
1.0,0.05804643714971978,0.09047237790232186,0.11529223378702963,0.18734987990392313,0.1721377101681345,0.18694955964771817,0.5572457966373099,0.44275420336269017,48027020402,48,027,020402
1.0,0.053128371089536136,0.04989212513484358,0.11677454153182308,0.1814994606256742,0.23948220064724918,0.15210355987055016,0.4913700107874865,0.5086299892125135,48027020500,48,027,020500
1.0,0.06981132075471698,0.0860377358490566,0.08150943396226415,0.1920754716981132,0.20528301886792452,0.17735849056603772,0.48150943396226414,0.5184905660377358,48027020600,48,027,020600
1.0,0.024423337856173677,0.14586160108548168,0.09565807327001356,0.19810040705563092,0.24151967435549526,0.1112618724559023,0.466078697421981,0.533921302578019,48027020701,48,027,020701
1.0,0.03125,0.07175925925925926,0.14641203703703703,0.18344907407407407,0.21875,0.1394675925925926,0.49074074074074076,0.5092592592592593,48027020702,48,027,020702
1.0,0.01277183293061788,0.0659302726958923,0.17880566102865034,0.12530203658957542,0.1936486020020711,0.15015533310321022,0.5108733172247152,0.48912668277528476,48027020800,48,027,020800
1.0,0.0228611014894354,0.09975753377208174,0.14063041219258746,0.11673016972635954,0.16418427433321786,0.2296501558711465,0.48874263941808105,0.511257360581919,48027020900,48,027,020900
1.0,0.043426953032806234,0.13547321217842814,0.18739674297852255,0.1673353788057588,0.15529856030210054,0.1050271418456455,0.5050743450554638,0.4949256549445362,48027021000,48,027,021000
1.0,0.014094310074821646,0.10649034278754133,0.18496606925352357,0.1734818165999652,0.14459718113798503,0.16408560988341744,0.41865321037062814,0.5813467896293718,48027021100,48,027,021100
1.0,0.02033492822966507,0.0924043062200957,0.2751196172248804,0.19826555023923445,0.09120813397129186,0.15430622009569378,0.4494617224880383,0.5505382775119617,48027021201,48,027,021201
1.0,0.03974640331626433,0.10729090465740064,0.11704462326261887,0.1860521823945379,0.17020238966105827,0.16556937332357963,0.4986588636917825,0.5013411363082175,48027021202,48,027,021202
1.0,0.0348990342405619,0.14859525899912204,0.08735733099209833,0.17098331870061456,0.21049165935030728,0.20368744512730466,0.46685689201053554,0.5331431079894644,48027021203,48,027,021203
1.0,0.03577678397822283,0.07777561734396267,0.1335796227882559,0.15769006416488432,0.17480069998055608,0.24713202411044138,0.4901808283103247,0.5098191716896753,48027021301,48,027,021301
1.0,0.03260504201680672,0.052100840336134456,0.09378151260504201,0.16302521008403362,0.21277310924369747,0.3119327731092437,0.46621848739495797,0.533781512605042,48027021302,48,027,021302
1.0,0.023737423073165967,0.04952622838722282,0.26042785972452864,0.15385366806681644,0.11448666601543421,0.12611116538048256,0.5098173292956921,0.4901826707043079,48027021303,48,027,021303
1.0,0.04068965517241379,0.07908045977011494,0.1250574712643678,0.16160919540229884,0.19333333333333333,0.15632183908045977,0.5319540229885057,0.46804597701149425,48027021400,48,027,021400
1.0,0.054427294882209584,0.152856756024912,0.1397238017871649,0.1783103168155971,0.16314649336582723,0.08719198483617654,0.5105605199025183,0.4894394800974817,48027021500,48,027,021500
1.0,0.025049203793165147,0.09482912864555376,0.18625872249060654,0.1402755412417248,0.143317230273752,0.12954016818751118,0.47951332975487565,0.5204866702451244,48027021601,48,027,021601
1.0,0.0024297119055883376,0.6442207566817078,0.03366886497743839,0.0971884762235335,0.05414786532454009,0.05970149253731343,0.3467545990975356,0.6532454009024644,48027021602,48,027,021602
