S0101_C01_001E,S0101_C01_021E,S0101_C01_023E,S0101_C01_007_8E,S0101_C01_009_11E,S0101_C01_012_14E,S0101_C01_030E,S0101_C03_001E,S0101_C05_001E,FIPS,STATEFP,COUNTYFP,TRACTCE
3709,86,403,1084,847,531,59,1961,1748,48113018506,48,113,018506
3952,277,396,447,650,802,490,2105,1847,48113018600,48,113,018600
6935,340,733,753,1691,948,513,3793,3142,48113018700,48,113,018700
5372,384,573,657,945,938,522,2636,2736,48113018801,48,113,018801
1261,66,160,246,277,177,118,552,709,48113018802,48,113,018802
5973,272,741,977,630,1357,700,2807,3166,48113018900,48,113,018900
6825,393,889,832,1452,1226,712,3621,3204,48113019004,48,113,019004
5762,412,502,829,1335,534,320,2768,2994,48113019013,48,113,019013
7071,348,495,1313,1480,870,656,3830,3241,48113019014,48,113,019014
3215,108,351,616,570,532,370,1506,1709,48113019016,48,113,019016
5173,148,540,924,945,747,685,2400,2773,48113019018,48,113,019018
8110,331,713,1339,1846,1252,616,3677,4433,48113019019,48,113,019019
5739,157,452,1163,1049,1028,955,2945,2794,48113019020,48,113,019020
7309,353,867,815,1554,1350,802,3482,3827,48113019021,48,113,019021
5236,178,326,865,1027,950,1023,2638,2598,48113019023,48,113,019023
4488,152,276,580,843,1017,821,2028,2460,48113019024,48,113,019024
4635,141,254,558,864,1094,924,2245,2390,48113019025,48,113,019025
5797,203,610,507,722,1620,1266,2812,2985,48113019026,48,113,019026
5548,199,586,808,1300,884,605,2512,3036,48113019027,48,113,019027
3644,178,454,551,628,671,589,1730,1914,48113019028,48,113,019028
6418,333,783,823,1271,1454,863,2884,3534,48113019029,48,113,019029
6012,389,415,761,1218,1473,969,2974,3038,48113019031,48,113,019031
4287,277,445,683,870,570,405,2187,2100,48113019032,48,113,019032
4672,191,485,666,840,1001,389,2709,1963,48113019033,48,113,019033
4652,90,395,1067,968,759,407,2369,2283,48113019034,48,113,019034
7069,322,647,1651,1479,442,290,3670,3399,48113019035,48,113,019035
2893,42,135,188,606,744,657,1340,1553,48113019036,48,113,019036
3543,127,170,710,382,994,616,1498,2045,48113019037,48,113,019037
1639,6,313,757,205,168,59,897,742,48113019038,48,113,019038
7339,239,427,912,1401,1306,1133,3763,3576,48113019039,48,113,019039
7442,403,690,1515,1245,1124,599,3514,3928,48113019040,48,113,019040
3140,96,177,421,619,726,662,1541,1599,48113019041,48,113,019041
5268,238,463,999,931,1073,604,2398,2870,48113019042,48,113,019042
8027,393,491,607,1361,2377,1816,3659,4368,48113019043,48,113,019043
6928,349,810,1112,1582,1224,818,3448,3480,48113019100,48,113,019100
5393,240,641,925,929,796,542,2691,2702,48113019202,48,113,019202
3995,225,184,651,807,717,733,1916,2079,48113019203,48,113,019203
10051,578,1053,1666,2285,1278,641,5122,4929,48113019204,48,113,019204
4147,86,108,571,777,839,858,1900,2247,48113019205,48,113,019205
6679,122,2007,1297,566,805,1167,3157,3522,48113019206,48,113,019206
6460,314,774,1030,1386,692,268,3293,3167,48113019208,48,113,019208
4365,117,367,406,821,755,886,2320,2045,48113019210,48,113,019210
5846,223,321,688,1050,1177,1353,2745,3101,48113019211,48,113,019211
4240,359,421,782,876,257,13,2244,1996,48113019212,48,113,019212
3716,76,616,515,599,515,496,2067,1649,48113019213,48,113,019213
3180,221,212,131,693,821,292,1649,1531,48113019301,48,113,019301
5612,164,3013,249,685,527,174,2712,2900,48113019302,48,113,019302
4671,216,628,351,1011,912,526,2125,2546,48113019400,48,113,019400
6903,563,258,226,1848,1422,799,3325,3578,48113019501,48,113,019501
4626,281,268,190,1079,1097,643,2172,2454,48113019502,48,113,019502
2334,112,126,147,446,515,491,1088,1246,48113019600,48,113,019600
2004,64,125,66,294,585,480,972,1032,48113019700,48,113,019700
4830,154,80,426,1076,920,1012,2289,2541,48113019800,48,113,019800
4240,117,331,713,703,749,499,2177,2063,48113019900,48,113,019900
5075,333,305,335,1516,1064,264,2581,2494,48113020000,48,113,020000
2121,96,285,308,486,340,166,1061,1060,48113020100,48,113,020100
3889,167,314,489,861,713,737,1886,2003,48113020200,48,113,020200
2385,51,200,319,521,599,429,1118,1267,48113020300,48,113,020300
8535,35,661,3469,1632,1906,316,4766,3769,48113020400,48,113,020400
5531,510,634,652,710,709,717,2533,2998,48113020500,48,113,020500
2131,148,100,27,404,585,608,1054,1077,48113020600,48,113,020600
5104,67,573,682,966,1189,1029,1934,3170,48113020700,48,113,020700
19,0,0,4,5,0,0,10,9,48113980100,48,113,980100
4225,257,287,436,869,745,710,2018,2207,48115950401,48,115,950401
3432,94,816,860,546,284,292,2509,923,48115950402,48,115,950402
3772,128,232,596,512,682,610,1753,2019,48115950500,48,115,950500
1384,51,64,94,240,342,266,659,725,48115950600,48,115,950600
5777,265,677,879,888,900,732,3044,2733,48117950300,48,117,950300
5105,279,428,504,1030,789,586,2620,2485,48117950400,48,117,950400
3937,270,415,593,760,447,379,1777,2160,48117950500,48,117,950500
3917,142,351,475,561,837,639,1946,1971,48117950600,48,117,950600
2781,140,103,189,591,742,579,1410,1371,48119950100,48,119,950100
2468,77,321,304,248,473,477,1078,1390,48119950200,48,119,950200
11682,506,1046,978,2765,2519,1874,5250,6432,48121020103,48,121,020103
7374,251,419,1205,1733,1242,500,3677,3697,48121020104,48,121,020104
11689,611,621,1701,3149,1233,1143,5490,6199,48121020105,48,121,020105
8221,308,466,1118,2066,1259,554,3875,4346,48121020106,48,121,020106
8403,264,355,1149,2252,1507,739,4154,4249,48121020107,48,121,020107
27588,1190,1279,3045,9267,2567,1091,13715,13873,48121020108,48,121,020108
7033,313,251,751,2024,1041,368,3198,3835,48121020109,48,121,020109
5764,298,453,315,1822,987,456,2869,2895,48121020110,48,121,020110
4276,410,227,140,1334,692,255,2132,2144,48121020111,48,121,020111
3880,170,259,479,1100,551,355,1914,1966,48121020112,48,121,020112
13746,947,950,2211,3971,1899,759,7268,6478,48121020113,48,121,020113
12804,749,1002,2204,3142,1932,1052,5852,6952,48121020114,48,121,020114
6010,215,379,1002,1137,1275,572,2935,3075,48121020115,48,121,020115
8987,372,770,827,1877,2280,1370,4620,4367,48121020202,48,121,020202
6527,294,686,1026,1304,896,759,2882,3645,48121020203,48,121,020203
4403,225,323,469,1029,979,626,2265,2138,48121020204,48,121,020204
1896,104,102,213,378,427,334,988,908,48121020205,48,121,020205
15022,820,695,1236,3446,3827,1896,7727,7295,48121020303,48,121,020303
7711,311,592,630,1456,2220,1108,4073,3638,48121020305,48,121,020305
7227,402,619,939,2065,1056,448,3558,3669,48121020306,48,121,020306
12841,605,677,1660,3174,2343,1104,6576,6265,48121020307,48,121,020307
12185,627,721,1807,2701,2222,960,5770,6415,48121020308,48,121,020308
11845,515,549,1404,2752,2426,1508,5896,5949,48121020309,48,121,020309
4131,34,125,109,205,882,2685,2057,2074,48121020310,48,121,020310
9749,420,807,1906,2046,1358,901,4866,4883,48121020401,48,121,020401
5495,194,304,1068,1210,796,1226,2658,2837,48121020402,48,121,020402
3739,106,530,1145,537,508,448,2037,1702,48121020403,48,121,020403
6727,125,968,1430,853,1081,606,3268,3459,48121020503,48,121,020503
3506,216,283,567,846,539,224,1898,1608,48121020504,48,121,020504
5992,290,509,664,1165,1193,1324,2897,3095,48121020505,48,121,020505
2249,61,175,352,320,538,341,1249,1000,48121020506,48,121,020506
5158,116,2331,1132,572,241,358,1625,3533,48121020601,48,121,020601
10939,404,1773,2070,2023,1424,676,4759,6180,48121020602,48,121,020602
2816,28,1144,576,275,300,331,1504,1312,48121020700,48,121,020700
6074,242,2649,1180,514,751,276,3437,2637,48121020800,48,121,020800
4652,68,3156,641,294,247,65,2417,2235,48121020900,48,121,020900
6184,365,4108,734,348,207,156,3040,3144,48121021000,48,121,021000
3212,28,1375,1161,276,142,163,1639,1573,48121021100,48,121,021100
6874,245,1782,1349,878,606,593,3374,3500,48121021201,48,121,021201
4506,130,587,926,884,678,520,2612,1894,48121021202,48,121,021202
4310,43,2233,1354,304,199,21,1611,2699,48121021301,48,121,021301
8046,310,692,1241,1572,1646,1087,4283,3763,48121021303,48,121,021303
5497,202,638,751,942,1480,793,2925,2572,48121021304,48,121,021304
3847,69,576,626,498,774,745,1776,2071,48121021305,48,121,021305
12309,507,714,1580,2742,2640,1595,5920,6389,48121021403,48,121,021403
8685,212,518,1258,1909,2158,1111,4461,4224,48121021404,48,121,021404
12749,513,1067,2184,2867,2048,1096,6575,6174,48121021405,48,121,021405
7943,545,689,855,2037,1272,995,3557,4386,48121021406,48,121,021406
7927,353,787,1305,1871,1311,736,3558,4369,48121021407,48,121,021407
6264,288,213,934,1741,1197,594,3443,2821,48121021408,48,121,021408
8898,308,842,1361,2001,1726,929,4662,4236,48121021409,48,121,021409
4891,233,502,854,953,818,370,2425,2466,48121021502,48,121,021502
6067,285,425,709,1636,978,743,2990,3077,48121021505,48,121,021505
4734,274,389,183,1088,1281,601,2404,2330,48121021512,48,121,021512
3646,111,228,386,740,921,627,1798,1848,48121021513,48,121,021513
4616,236,375,385,1051,1124,605,2388,2228,48121021514,48,121,021514
15754,259,508,2132,3341,2789,3679,7600,8154,48121021515,48,121,021515
7767,189,788,1159,1501,1809,709,3980,3787,48121021516,48,121,021516
4143,112,358,1338,1094,398,231,1823,2320,48121021517,48,121,021517
3031,140,197,491,537,880,353,1444,1587,48121021518,48,121,021518
12148,465,840,2879,3029,2055,792,5649,6499,48121021519,48,121,021519
4133,191,454,581,853,698,466,2172,1961,48121021520,48,121,021520
4210,166,149,591,1000,820,490,2122,2088,48121021521,48,121,021521
3690,178,104,399,1297,567,121,1866,1824,48121021522,48,121,021522
3898,237,184,811,740,870,242,1829,2069,48121021523,48,121,021523
2336,48,96,158,817,318,176,1124,1212,48121021524,48,121,021524
15808,903,742,1124,5280,1896,866,7910,7898,48121021525,48,121,021525
7720,540,535,696,2160,1215,415,3921,3799,48121021526,48,121,021526
7193,538,565,599,2034,1117,557,3689,3504,48121021527,48,121,021527
4626,250,387,453,1388,886,521,2187,2439,48121021611,48,121,021611
4068,168,297,675,885,853,527,2132,1936,48121021612,48,121,021612
5471,304,480,864,1215,1000,441,2509,2962,48121021613,48,121,021613
4159,215,454,476,1169,754,463,2139,2020,48121021614,48,121,021614
5026,332,486,707,1339,763,569,2634,2392,48121021615,48,121,021615
4751,180,322,1078,1003,831,374,2363,2388,48121021616,48,121,021616
4205,173,289,658,880,944,377,2209,1996,48121021618,48,121,021618
2922,120,323,487,656,359,163,1440,1482,48121021619,48,121,021619
3009,79,520,1011,622,303,50,1499,1510,48121021620,48,121,021620
3507,135,237,223,675,1168,634,1721,1786,48121021621,48,121,021621
6023,446,697,586,1525,1404,473,2805,3218,48121021622,48,121,021622
8252,439,677,1300,1914,1718,570,3752,4500,48121021623,48,121,021623
7706,324,613,1444,1682,1388,452,3880,3826,48121021624,48,121,021624
12108,478,649,2030,3255,2169,1165,5850,6258,48121021625,48,121,021625
2648,204,113,221,611,717,376,1343,1305,48121021626,48,121,021626
7926,281,560,2472,1570,1255,1286,3924,4002,48121021627,48,121,021627
6004,298,691,742,1358,1453,684,2931,3073,48121021628,48,121,021628
7224,246,632,532,2218,1224,671,3405,3819,48121021629,48,121,021629
5457,330,464,852,1240,1229,495,2744,2713,48121021630,48,121,021630
5376,235,216,627,1282,1249,667,2556,2820,48121021631,48,121,021631
3834,134,224,638,731,1031,480,1966,1868,48121021632,48,121,021632
4824,155,328,631,1144,1110,697,2239,2585,48121021633,48,121,021633
5262,126,361,1957,1522,384,200,2478,2784,48121021634,48,121,021634
4883,211,514,1434,1299,585,208,2460,2423,48121021635,48,121,021635
7622,52,714,2700,1678,840,427,3882,3740,48121021636,48,121,021636
4522,238,346,1115,854,832,272,2328,2194,48121021637,48,121,021637
4158,113,382,923,969,818,226,1644,2514,48121021638,48,121,021638
4739,181,300,825,940,1130,500,2390,2349,48121021715,48,121,021715
4319,122,445,812,748,879,500,2272,2047,48121021716,48,121,021716
5636,130,427,712,1244,1082,1083,2812,2824,48121021717,48,121,021717
11387,718,517,846,2947,2366,1027,5660,5727,48121021718,48,121,021718
5208,232,518,361,1229,1274,667,2693,2515,48121021719,48,121,021719
3572,215,232,320,1007,687,240,1822,1750,48121021720,48,121,021720
4403,208,404,709,1156,770,406,2215,2188,48121021721,48,121,021721
4490,256,493,404,1290,849,304,2078,2412,48121021722,48,121,021722
1429,88,82,222,316,393,96,652,777,48121021723,48,121,021723
4440,216,304,430,932,1158,381,2138,2302,48121021724,48,121,021724
3703,109,217,281,1012,853,427,1766,1937,48121021725,48,121,021725
3394,145,198,489,783,693,265,1745,1649,48121021726,48,121,021726
5182,317,421,299,1407,1234,410,2476,2706,48121021727,48,121,021727
3637,204,402,954,685,427,204,1790,1847,48121021728,48,121,021728
2976,114,186,403,704,666,259,1445,1531,48121021729,48,121,021729
3683,191,265,528,705,924,361,1961,1722,48121021730,48,121,021730
3545,217,237,480,864,820,372,1742,1803,48121021731,48,121,021731
2158,28,164,484,538,333,181,1126,1032,48121021732,48,121,021732
2780,60,169,685,693,397,218,1234,1546,48121021733,48,121,021733
3596,125,253,1035,687,404,125,1690,1906,48121021734,48,121,021734
3839,85,339,1224,815,380,148,1841,1998,48121021735,48,121,021735
2574,25,290,750,523,391,50,1179,1395,48121021736,48,121,021736
4391,109,355,1134,847,847,434,2225,2166,48121021737,48,121,021737
3513,49,151,751,926,646,474,1539,1974,48121021738,48,121,021738
3219,26,525,973,624,274,125,1580,1639,48121021739,48,121,021739
4911,220,483,1119,1258,793,244,2395,2516,48121021740,48,121,021740
2049,103,203,372,376,345,198,957,1092,48121021741,48,121,021741
6492,210,553,996,1720,1037,514,3035,3457,48121021742,48,121,021742
4564,195,338,830,698,588,507,2213,2351,48121021743,48,121,021743
3180,85,126,669,629,659,348,1546,1634,48121021744,48,121,021744
5838,237,586,1127,1266,593,427,3004,2834,48121021745,48,121,021745
4387,214,254,323,796,1020,808,2195,2192,48121021746,48,121,021746
5259,245,245,448,1348,1193,739,2496,2763,48121021747,48,121,021747
4197,216,273,486,616,1237,497,2169,2028,48121021748,48,121,021748
3503,284,242,143,832,962,290,1787,1716,48121021749,48,121,021749
5104,401,434,392,1223,1167,475,2687,2417,48121021750,48,121,021750
4814,502,310,254,1302,1095,147,2488,2326,48121021751,48,121,021751
5177,339,302,252,1417,1318,210,2506,2671,48121021752,48,121,021752
6710,295,331,607,1701,1729,524,3211,3499,48121021753,48,121,021753
3611,86,149,426,744,965,583,1792,1819,48121021800,48,121,021800
5263,425,346,363,1564,733,432,2616,2647,48121021900,48,121,021900
4453,205,485,398,846,688,754,2250,2203,48123970100,48,123,970100
5538,213,409,676,1442,1276,725,3461,2077,48123970200,48,123,970200
4209,123,224,507,689,902,905,1807,2402,48123970300,48,123,970300
3866,186,137,464,556,861,904,1887,1979,48123970400,48,123,970400
2274,73,93,342,237,558,655,1169,1105,48123970500,48,123,970500
2203,91,122,212,413,490,524,1084,1119,48125950300,48,125,950300
8059,356,633,997,1413,1180,1273,3922,4137,48127950200,48,127,950200
2379,93,268,287,383,445,490,1138,1241,48127950400,48,127,950400
1851,59,375,128,288,325,370,916,935,48129950200,48,129,950200
1491,58,105,138,223,316,406,784,707,48129950300,48,129,950300
4968,144,460,639,1002,862,711,2526,2442,48131950100,48,131,950100
2968,150,322,436,389,539,439,1335,1633,48131950200,48,131,950200
3332,118,492,230,510,509,828,1856,1476,48131950500,48,131,950500
3360,95,437,439,445,603,694,1800,1560,48133950100,48,133,950100
5374,176,382,600,1051,1091,1260,2838,2536,48133950200,48,133,950200
5173,318,649,298,799,1097,1105,2444,2729,48133950300,48,133,950300
1902,50,178,164,334,393,499,918,984,48133950400,48,133,950400
2464,39,319,315,235,530,533,1150,1314,48133950500,48,133,950500
2853,117,123,378,557,550,342,1323,1530,48135000100,48,135,000100
1403,49,83,289,250,287,176,722,681,48135000300,48,135,000300
5826,225,459,932,1150,654,593,2773,3053,48135000400,48,135,000400
5071,219,558,841,1056,828,457,2585,2486,48135000500,48,135,000500
5889,268,836,1044,1174,743,412,2999,2890,48135000600,48,135,000600
5239,376,664,1020,953,575,370,2532,2707,48135000700,48,135,000700
3124,180,501,497,540,516,338,1727,1397,48135000800,48,135,000800
5902,241,551,922,1058,1041,449,3103,2799,48135001000,48,135,001000
8130,150,863,1396,1336,953,891,3735,4395,48135001100,48,135,001100
5015,204,635,842,1038,802,569,2681,2334,48135001300,48,135,001300
5333,218,475,796,887,910,462,2650,2683,48135001500,48,135,001500
5936,500,769,757,1071,1153,451,2650,3286,48135001600,48,135,001600
6682,256,548,888,1275,1002,973,3226,3456,48135001700,48,135,001700
3579,224,215,550,492,651,340,1729,1850,48135001800,48,135,001800
5882,278,776,1041,769,800,940,3177,2705,48135001900,48,135,001900
4104,132,452,630,560,568,580,2040,2064,48135002000,48,135,002000
3222,133,439,472,516,564,297,1785,1437,48135002200,48,135,002200
3907,157,509,663,859,530,406,2222,1685,48135002300,48,135,002300
5006,225,412,563,918,688,852,2295,2711,48135002400,48,135,002400
8496,377,609,2135,1535,835,483,4221,4275,48135002501,48,135,002501
7018,428,680,1265,1061,1306,815,3534,3484,48135002502,48,135,002502
6289,228,997,1228,1053,896,570,3075,3214,48135002503,48,135,002503
11782,580,1413,1903,2163,1842,877,6558,5224,48135002700,48,135,002700
5203,346,424,774,882,853,405,2735,2468,48135002801,48,135,002801
8977,269,892,1256,1931,1121,578,4516,4461,48135002802,48,135,002802
3448,73,433,651,621,742,301,1941,1507,48135002900,48,135,002900
13015,552,1044,2270,2719,2099,822,6857,6158,48135003000,48,135,003000
4248,174,344,823,714,710,488,2125,2123,48135003100,48,135,003100
1918,26,169,218,361,300,586,993,925,48137950300,48,137,950300
8067,570,705,948,1719,1322,875,4083,3984,48139060101,48,139,060101
6920,400,472,1003,1007,1428,950,3378,3542,48139060102,48,139,060102
9965,415,682,1302,2163,1941,1094,4887,5078,48139060204,48,139,060204
6875,402,471,744,1739,990,927,3182,3693,48139060206,48,139,060206
7054,331,941,888,1101,1349,920,3312,3742,48139060207,48,139,060207
5467,277,456,627,1154,1053,709,2667,2800,48139060208,48,139,060208
5146,252,410,481,1167,1131,614,2569,2577,48139060209,48,139,060209
1696,107,117,180,297,434,272,833,863,48139060210,48,139,060210
3260,205,247,370,632,790,432,1664,1596,48139060211,48,139,060211
5943,273,493,937,1419,982,500,2890,3053,48139060212,48,139,060212
7450,168,474,979,1302,1662,1172,3889,3561,48139060213,48,139,060213
10199,495,896,1326,2401,1755,949,4906,5293,48139060214,48,139,060214
4113,322,241,509,912,806,500,2000,2113,48139060300,48,139,060300
4593,158,333,895,877,806,624,2292,2301,48139060400,48,139,060400
3168,112,349,625,459,554,408,1502,1666,48139060500,48,139,060500
9780,351,1353,1993,1215,1555,1618,5013,4767,48139060600,48,139,060600
2281,118,118,380,603,190,161,1066,1215,48139060701,48,139,060701
5007,161,426,668,930,1106,670,2649,2358,48139060702,48,139,060702
2197,72,276,360,352,455,240,1068,1129,48139060703,48,139,060703
8010,399,371,564,1981,1691,1241,3992,4018,48139060801,48,139,060801
7778,426,939,644,1934,1408,699,3690,4088,48139060802,48,139,060802
1337,53,173,150,256,380,118,672,665,48139060803,48,139,060803
7316,369,482,699,1538,1755,948,3471,3845,48139060900,48,139,060900
4063,165,310,550,849,763,627,2152,1911,48139061000,48,139,061000
5535,216,484,619,960,1140,700,2810,2725,48139061100,48,139,061100
1972,76,135,173,424,449,314,1019,953,48139061200,48,139,061200
3226,157,287,417,609,601,311,1653,1573,48139061300,48,139,061300
7487,646,754,573,1663,1389,1154,3835,3652,48139061400,48,139,061400
6051,293,837,783,986,880,929,3089,2962,48139061500,48,139,061500
6538,142,755,1283,996,840,581,2735,3803,48139061600,48,139,061600
5278,217,490,646,1069,1172,673,2737,2541,48139061700,48,139,061700
7291,581,841,683,1370,1163,1269,3029,4262,48141000101,48,141,000101
5897,262,818,467,1379,939,858,3013,2884,48141000106,48,141,000106
5161,172,518,750,970,770,720,2604,2557,48141000107,48,141,000107
2558,143,366,404,447,350,260,1281,1277,48141000108,48,141,000108
3872,122,466,553,816,660,496,1848,2024,48141000109,48,141,000109
3995,293,449,684,683,516,502,1884,2111,48141000110,48,141,000110
2715,69,373,451,435,321,510,1402,1313,48141000111,48,141,000111
4350,236,377,741,613,851,700,2281,2069,48141000112,48,141,000112
5771,320,744,827,921,1037,676,2984,2787,48141000204,48,141,000204
4411,214,395,414,932,611,635,2152,2259,48141000205,48,141,000205
4624,222,514,577,808,823,793,2359,2265,48141000206,48,141,000206
4750,215,533,654,816,812,498,2213,2537,48141000207,48,141,000207
4253,136,263,1095,511,693,393,2247,2006,48141000208,48,141,000208
5692,355,458,822,1044,728,833,3129,2563,48141000301,48,141,000301
5824,352,432,670,976,846,881,2804,3020,48141000302,48,141,000302
5936,229,400,690,1322,795,1298,2866,3070,48141000401,48,141,000401
3391,118,432,450,624,565,345,1621,1770,48141000403,48,141,000403
3675,132,500,424,517,544,286,1481,2194,48141000404,48,141,000404
4762,238,430,814,563,697,793,2281,2481,48141000600,48,141,000600
5544,181,850,758,920,1037,765,2771,2773,48141000800,48,141,000800
9279,71,1770,1551,1385,1062,1434,4732,4547,48141000900,48,141,000900
3097,214,213,354,670,411,615,1501,1596,48141001001,48,141,001001
3808,121,349,579,683,775,623,1804,2004,48141001002,48,141,001002
8387,314,914,1670,1602,1505,933,4101,4286,48141001104,48,141,001104
6770,215,650,812,1287,1617,1030,3436,3334,48141001107,48,141,001107
5064,135,494,503,882,941,1072,2586,2478,48141001109,48,141,001109
5217,241,621,608,927,961,787,2289,2928,48141001110,48,141,001110
4801,188,647,1437,846,645,367,2881,1920,48141001111,48,141,001111
4249,139,534,455,774,771,739,1862,2387,48141001112,48,141,001112
6815,169,680,1396,1121,986,848,3365,3450,48141001113,48,141,001113
5158,56,384,1199,708,806,649,2338,2820,48141001114,48,141,001114
4129,184,586,934,504,572,309,1708,2421,48141001115,48,141,001115
4495,138,605,683,676,779,500,2132,2363,48141001201,48,141,001201
4697,237,619,529,951,918,579,2144,2553,48141001202,48,141,001202
709,36,98,89,112,153,99,341,368,48141001203,48,141,001203
4052,177,166,593,802,705,661,2052,2000,48141001301,48,141,001301
6795,352,583,423,1649,1346,1191,3526,3269,48141001302,48,141,001302
1920,107,569,419,165,316,185,976,944,48141001400,48,141,001400
5712,212,548,575,1253,1104,859,3004,2708,48141001501,48,141,001501
2295,28,483,260,340,390,392,1147,1148,48141001502,48,141,001502
4013,106,384,836,654,1022,773,1915,2098,48141001600,48,141,001600
1322,36,166,370,427,158,84,932,390,48141001700,48,141,001700
1063,53,81,92,184,263,261,597,466,48141001800,48,141,001800
1949,66,231,201,240,252,474,862,1087,48141001900,48,141,001900
2581,148,313,150,333,494,538,1176,1405,48141002000,48,141,002000
1937,69,137,278,246,647,422,990,947,48141002100,48,141,002100
3385,51,228,534,653,624,807,1611,1774,48141002201,48,141,002201
4079,118,413,635,877,662,681,2092,1987,48141002202,48,141,002202
4115,206,456,410,763,806,732,1829,2286,48141002300,48,141,002300
2993,129,190,463,533,647,511,1459,1534,48141002400,48,141,002400
5347,130,458,809,801,1253,1094,2678,2669,48141002500,48,141,002500
2776,66,370,489,349,435,599,1323,1453,48141002600,48,141,002600
3917,173,254,381,562,662,888,1813,2104,48141002800,48,141,002800
1355,28,133,160,172,218,320,703,652,48141002900,48,141,002900
3274,68,246,463,475,629,704,1616,1658,48141003000,48,141,003000
3050,121,335,185,367,740,762,1370,1680,48141003100,48,141,003100
2454,76,321,192,426,482,512,1215,1239,48141003200,48,141,003200
5433,140,577,846,682,1220,1113,2431,3002,48141003300,48,141,003300
5700,163,736,869,657,1349,820,3112,2588,48141003402,48,141,003402
6118,238,593,1012,1079,861,868,2876,3242,48141003403,48,141,003403
6046,229,591,646,1146,1227,1063,2926,3120,48141003404,48,141,003404
3442,118,366,513,536,607,642,1605,1837,48141003501,48,141,003501
4184,144,503,570,647,568,631,1904,2280,48141003502,48,141,003502
4112,137,328,611,625,895,767,2119,1993,48141003601,48,141,003601
2588,148,260,395,402,369,476,1428,1160,48141003602,48,141,003602
4665,191,536,399,735,832,1039,2103,2562,48141003701,48,141,003701
4165,284,487,328,592,848,873,1941,2224,48141003702,48,141,003702
5072,181,338,711,759,906,1207,2285,2787,48141003801,48,141,003801
3068,56,291,369,392,744,622,1323,1745,48141003803,48,141,003803
3963,218,443,541,644,576,569,1859,2104,48141003804,48,141,003804
3758,126,366,573,745,678,598,1786,1972,48141003901,48,141,003901
2511,97,279,241,413,548,421,1331,1180,48141003902,48,141,003902
5807,308,940,484,1133,714,1137,2790,3017,48141003903,48,141,003903
9536,454,1150,1085,2016,1678,1034,4825,4711,48141004002,48,141,004002
8116,352,1163,1148,1168,1310,1027,4035,4081,48141004003,48,141,004003
5374,282,667,567,818,995,1055,2458,2916,48141004004,48,141,004004
7347,314,905,1041,999,1206,1020,3356,3991,48141004103,48,141,004103
6417,328,874,519,859,1427,1183,3113,3304,48141004104,48,141,004104
3118,85,314,222,639,423,869,1284,1834,48141004105,48,141,004105
5106,365,658,522,846,966,854,2357,2749,48141004106,48,141,004106
1593,82,151,212,295,222,301,723,870,48141004107,48,141,004107
5535,261,338,755,700,1173,1176,2491,3044,48141004201,48,141,004201
5366,142,593,890,812,1048,967,2638,2728,48141004202,48,141,004202
5979,299,815,450,1214,977,1049,2810,3169,48141004303,48,141,004303
5904,227,598,781,962,940,1307,2511,3393,48141004307,48,141,004307
5073,149,509,754,917,862,701,2594,2479,48141004309,48,141,004309
5273,267,646,599,969,924,737,2708,2565,48141004310,48,141,004310
4141,161,312,646,807,790,658,2064,2077,48141004311,48,141,004311
4685,234,536,709,750,899,960,2094,2591,48141004312,48,141,004312
3430,63,444,643,583,576,537,1854,1576,48141004313,48,141,004313
4896,205,852,672,796,945,525,2698,2198,48141004314,48,141,004314
6268,325,856,1114,1084,1110,605,2989,3279,48141004316,48,141,004316
4281,132,727,906,910,352,337,1949,2332,48141004317,48,141,004317
3762,139,412,355,523,864,854,1822,1940,48141004318,48,141,004318
5845,216,640,1040,784,1477,606,2626,3219,48141004319,48,141,004319
3260,214,553,359,643,568,226,1663,1597,48141004320,48,141,004320
6422,202,1595,1322,1042,155,9,3917,2505,48141010101,48,141,010101
5313,119,2027,1277,473,173,0,3753,1560,48141010102,48,141,010102
2961,37,1021,614,461,131,3,2023,938,48141010103,48,141,010103
4363,163,414,756,1057,736,501,2639,1724,48141010203,48,141,010203
8429,382,1036,1607,1861,823,249,3987,4442,48141010207,48,141,010207
6897,586,520,1386,1391,938,418,3197,3700,48141010210,48,141,010210
2600,57,318,338,405,926,219,1213,1387,48141010211,48,141,010211
8519,496,937,1532,2097,988,442,4391,4128,48141010212,48,141,010212
7958,492,570,684,2379,1111,593,3948,4010,48141010213,48,141,010213
6022,371,465,791,1231,1118,735,2961,3061,48141010214,48,141,010214
9469,351,762,1575,2090,1529,686,4393,5076,48141010215,48,141,010215
9006,557,1000,1520,1720,1321,621,4657,4349,48141010216,48,141,010216
5057,226,570,617,957,1216,374,2363,2694,48141010217,48,141,010217
3738,129,303,584,884,435,190,1903,1835,48141010218,48,141,010218
8956,545,914,1176,1853,1820,934,4469,4487,48141010219,48,141,010219
5024,283,577,591,979,712,524,2494,2530,48141010220,48,141,010220
5116,296,592,827,1002,565,559,2686,2430,48141010221,48,141,010221
1813,118,180,284,288,414,207,931,882,48141010222,48,141,010222
3914,70,591,430,661,614,835,2026,1888,48141010303,48,141,010303
6332,200,588,951,1255,913,1145,3269,3063,48141010307,48,141,010307
6981,476,817,933,1296,1190,832,3115,3866,48141010311,48,141,010311
3749,161,314,504,704,680,689,1737,2012,48141010312,48,141,010312
4019,118,341,693,667,668,670,1838,2181,48141010316,48,141,010316
